,Unnamed: 0.1,Unnamed: 0,Title,Condition,eBKP_H,eBKP_H_EN,MateriuumCategory,Category,Category_1,Subcategory,Description,Material,Length,Width,Height,Diameter,Weight,Color,Energy_Efficiency,Availability,FirstPrice,PriceOnDemand,Quantity,Saved,LastPrice,LastUpOn,PriceChange,Sold,SoldAfter,Location,Provider,Store,ID,Country,Language,Imagefile,URL,eBKP_H_Generalized,ElementType,Price,Stock,Dimensions,material,dim,quantity_n,material_emb,Swiss_Raw,Swiss_Code,first_level,second_level,third_level
2942,4140,4140,"Kühlschrank Perfect , Breite cm","used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 2969

Jahrgang 2020",,56.0,55.0,127,,,white,,2023-03-16,435.0,,,1970-01-01,435.0,1970-01-01 00:00:00.000,0.0,1.0,51.0,"Zürich, 8050",,useagain,92233,CH,de,2969-2_570x570.jpg,https://www.useagain.ch/de/v-zug-kuehlschrank-perfect-breite-55-cm-92233,H03.05,refrigerator,,,,"{'score': 0.02977660670876503, 'start': 27, 'end': 32, 'answer': ' 2020'}","{'score': 8.271953993244097e-05, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 2969'}","{'score': 0.31790536642074585, 'start': 12, 'end': 17, 'answer': ' 2969'}",Air-cooled steel slag,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
2973,4171,4171,Kühlschrank / Kühl- und Gefrierkombination,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: V-ZUG
Modell: Prestige 51043
Erste Inbetriebnahme: 14.7.2016
Energieklasse: A++
Farbe: schwarz
2-türig, Türanschlag links
Bauform: Einbau / CH-Norm
Nutzinhalt: 221 / 66 Liter
Anschluss: 230V

Mängel: Türfront mit Gebrauchsspuren, fehlender Flaschenhalter",Mixed,54.0,54.0,"177,6",,64,black,,2023-03-17,400.0,,,1970-01-01,400.0,1970-01-01 00:00:00.000,0.0,1.0,0.0,"Brügg, 2555",,useagain,92242,CH,de,1_%28366%29_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-kuehl-und-gefrierkombination-92242,H03.05,refrigerator,,,,"{'score': 0.42672985792160034, 'start': 98, 'end': 106, 'answer': ' schwarz'}","{'score': 0.3225439786911011, 'start': 171, 'end': 186, 'answer': ' 221 / 66 Liter'}","{'score': 0.8208366632461548, 'start': 171, 'end': 186, 'answer': ' 221 / 66 Liter'}",Air-cooled steel slag,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3429,4658,4659,Kühlschrank Electrolux mit Gefriefach,"gebraucht, gereinigt & geprüft",['H03.05'],,,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 3026

Jahrgang: 2015",,57.0,55.0,"151,5",,,weiss,,2023-06-05,220.0,,,1970-01-01,220.0,2023-09-25 00:00:00.000,,0.0,4.0,"Zürich, 8050",,,92667,,,3026-2_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-electrolux-ek-260-b-mit-gefriefach-92667,,,,,,"{'score': 0.0022280002012848854, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 3026'}","{'score': 0.00024717775522731245, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 3026'}","{'score': 0.21342730522155762, 'start': 12, 'end': 17, 'answer': ' 3026'}",Air-cooled steel slag,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3432,4661,4662,Kühlschrank V-Zug Perfect,"gebraucht, gereinigt & geprüft",['H03.05'],,,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 3023

Inbetriebnahme  27. Juli 2017",,57.0,55.0,127,,,weiss,,2023-06-01,250.0,,,1970-01-01,250.0,1970-01-01 00:00:00.002,,0.0,4.0,"Zürich, 8050",,,92655,,,3023-2_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-v-zug-perfect-92655,,,,,,"{'score': 0.000966401887126267, 'start': 12, 'end': 17, 'answer': ' 3023'}","{'score': 7.873654249124229e-05, 'start': 12, 'end': 17, 'answer': ' 3023'}","{'score': 0.28802090883255005, 'start': 12, 'end': 17, 'answer': ' 3023'}",Air-cooled steel slag,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3440,4669,4670,Kühlschrank mit Gefriefach Electrolux,"gebraucht, gereinigt & geprüft",['H03.05'],,,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr.3019

Jahrgang: 2016",,60.0,55.0,165,,,,,2023-05-25,250.0,,,1970-01-01,250.0,1970-01-01 00:00:00.000,,0.0,4.0,"Zürich, 8050",,,92626,,,3019-2_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-mit-gefriefach-electrolux-ik301bnr-92626,,,,,,"{'score': 0.06351715326309204, 'start': 0, 'end': 16, 'answer': 'Produkte-Nr.3019'}","{'score': 0.00047213418292813003, 'start': 0, 'end': 16, 'answer': 'Produkte-Nr.3019'}","{'score': 0.19398553669452667, 'start': 0, 'end': 16, 'answer': 'Produkte-Nr.3019'}",Thermoplastic elastomer resin,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3448,4677,4678,Gefrierschrank/Tiefkühlschrank,"gebraucht, gereinigt & geprüft",['H03.05'],,,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: Fust Novamatic
Modell: TF034
Jahrgang: 2019
Bauform: Freistehend
Nutzinhalt: 34 liter
1-Türig
Türbandung: links, wechselbar
Anschluss: 230V
Bedienungsanleitung nur als pdf",Mixed,47.0,43.0,"51,1",,,weiss,,2023-05-15,80.0,,,1970-01-01,80.0,1970-01-01 00:00:00.000,,0.0,4.0,"Brügg, 2555",,,92536,,,_dsc0692_570x570.jpg,https://www.useagain.ch/de/gefrierschrank-tiefkuehlschrank-92536,,,,,,"{'score': 2.6195982627541525e-07, 'start': 97, 'end': 117, 'answer': '\n1-Türig\nTürbandung:'}","{'score': 0.01188049465417862, 'start': 88, 'end': 97, 'answer': ' 34 liter'}","{'score': 0.8923251032829285, 'start': 88, 'end': 97, 'answer': ' 34 liter'}",Lignite,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3646,4896,4897,Kühlschrank Whirlpool,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 3069

Jahrgang: 2013",,56.0,55.0,143,,,white,,2023-07-07,,,,,170.0,2023-09-25 00:00:00.000,,0.0,,"Zürich, 8050",,useagain,92882,CH,de,3069-2_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-whirlpool-wte22112-w-92882,H03.05,refrigerator,170.0,,,"{'score': 0.0023151421919465065, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 3069'}","{'score': 0.00018757686484605074, 'start': 12, 'end': 17, 'answer': ' 3069'}","{'score': 0.2182427942752838, 'start': 12, 'end': 17, 'answer': ' 3069'}",Wychert,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3687,4937,4938,Kühlschrank Electrolux mit Gefriefach,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 3026

Jahrgang: 2015",,57.0,55.0,"151,5",,,white,,2023-06-05,,,,,,2023-09-25 00:00:00.000,,0.0,,"Zürich, 8050",,useagain,92667,CH,de,3026-2_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-electrolux-ek-260-b-mit-gefriefach-92667,H03.05,refrigerator,220.0,,,"{'score': 0.0022280002012848854, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 3026'}","{'score': 0.00024717775522731245, 'start': 0, 'end': 17, 'answer': 'Produkte-Nr. 3026'}","{'score': 0.21342730522155762, 'start': 12, 'end': 17, 'answer': ' 3026'}",Air-cooled steel slag,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3689,4939,4940,Kühlschrank V-Zug Perfect,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Produkte-Nr. 3023

Inbetriebnahme  27. Juli 2017",,57.0,55.0,127,,,white,,2023-06-01,,,,,,1970-01-01 00:00:00.002,,0.0,,"Zürich, 8050",,useagain,92655,CH,de,3023-2_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-v-zug-perfect-92655,H03.05,refrigerator,250.0,,,"{'score': 0.000966401887126267, 'start': 12, 'end': 17, 'answer': ' 3023'}","{'score': 7.873654249124229e-05, 'start': 12, 'end': 17, 'answer': ' 3023'}","{'score': 0.28802090883255005, 'start': 12, 'end': 17, 'answer': ' 3023'}",Air-cooled steel slag,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
3699,4949,4950,Gefrierschrank klein,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: Fust Novamatic
Modell: TF034
Jahrgang: 2019
Bauform: Freistehend
Nutzinhalt: 34 liter
1-Türig
Türbandung: links, wechselbar
Anschluss: 230V
Bedienungsanleitung nur als pdf",gemischt,47.0,43.0,"51,1",,,white,,2023-05-15,,,,,,,,0.0,,"Brügg, 2555",,useagain,92536,CH,de,_dsc0692_570x570.jpg,https://www.useagain.ch/de/gefrierschrank-klein-92536,H03.05,freezer,80.0,,,"{'score': 2.6195982627541525e-07, 'start': 97, 'end': 117, 'answer': '\n1-Türig\nTürbandung:'}","{'score': 0.01188049465417862, 'start': 88, 'end': 97, 'answer': ' 34 liter'}","{'score': 0.8923251032829285, 'start': 88, 'end': 97, 'answer': ' 34 liter'}",Sitka spruce,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
4058,5462,5463,Kühlschrank Whirlpool,"used, cleaned & tested",['H03.05'],"Catering kitchens: control fittings, appliances",Mobilier,Ausbau,Küchen & Gastronomie,Apparate & Geräte,"Hersteller: Whirlpool
Masse: H: 86 cm B: 55 cm T: 60 cm
6 Monate Garantie

Art. Nr.: 113330",,,55.0,86,,,,,2023-08-16,,,,,69.0,2023-09-25 00:00:00.000,,0.0,,"Münchenstein, 4142",,useagain,93109,CH,de,113330_570x570.jpg,https://www.useagain.ch/de/kuehlschrank-whirlpool-93109,H03.05,refrigerator,69.0,,,"{'score': 4.6548753743991256e-05, 'start': 55, 'end': 84, 'answer': '\n6 Monate Garantie\n\nArt. Nr.:'}","{'score': 0.762592613697052, 'start': 28, 'end': 55, 'answer': ' H: 86 cm B: 55 cm T: 60 cm'}","{'score': 0.0035151189658790827, 'start': 28, 'end': 55, 'answer': ' H: 86 cm B: 55 cm T: 60 cm'}",Wychert,Fridge-freezers,Pr_40_70_26_32,Other,Other,Space heating and cooling products
